Period '120111'  '120112'  '120121'  '120122'  '120411'  '120412'  '120521'  '120522'  '120611'  '120612'  '120621'  '120622'  '120711'  '120712'  '120721'  '120722'  '120811'  '120812'  '120821'  '120822'  '120911'  '120912'  '120921'  '120922'  '121011'  '121012'  '121021'  '121022'  '121111'  '121112'  '121211'  '121212'  '121221'  '121222'  '121321'  '121322'  '121411'  '121412'  '121421'  '121422'  '121511'  '121512'  '121711'  '121712'
1.76  0.245621  0.279008  0.257358  0.163395  0.190870  0.167027  0.171044  0.322768  0.266752  0.402357  0.297262  0.146299  0.140739  0.221915  0.135180  0.195077  0.148539  0.290263  0.058217  0.144725  0.272970  0.132391  0.130525  0.199234  0.260481  0.147929  0.089524  0.283183  0.120200  0.349029  0.168107  0.264031  0.155837  0.192477  0.155796  0.085934  0.122558  0.165531  0.106116  0.157543  0.179641  0.125141  0.123704  0.098647
1.77  0.236509  0.273671  0.256693  0.161899  0.192568  0.170801  0.170171  0.319821  0.261506  0.388980  0.296958  0.145792  0.138154  0.216951  0.135180  0.190351  0.148883  0.289712  0.056856  0.144453  0.266755  0.129234  0.129376  0.193834  0.252970  0.144554  0.086707  0.281422  0.120279  0.346038  0.168368  0.266466  0.156072  0.192829  0.153418  0.084294  0.123297  0.165121  0.105733  0.156008  0.175658  0.128914  0.121688  0.097495
1.78  0.227463  0.268009  0.255944  0.160319  0.194267  0.174261  0.168752  0.318839  0.255473  0.380980  0.296451  0.145184  0.135879  0.211677  0.135180  0.185735  0.149433  0.289093  0.055632  0.144045  0.260638  0.126077  0.128112  0.188433  0.245241  0.141180  0.083890  0.279486  0.120436  0.342732  0.168629  0.269075  0.156307  0.193181  0.151532  0.082572  0.123707  0.164546  0.105733  0.154377  0.172094  0.134783  0.119528  0.096486
1.79  0.218611  0.262282  0.255113  0.158656  0.195714  0.177533  0.167006  0.319275  0.249703  0.372193  0.295741  0.144474  0.134017  0.205783  0.135070  0.181339  0.150191  0.288336  0.054272  0.143501  0.254719  0.122723  0.126848  0.183148  0.237404  0.137588  0.081073  0.277461  0.120830  0.339426  0.169064  0.271771  0.156542  0.193534  0.149564  0.080850  0.123748  0.163889  0.105828  0.152458  0.168950  0.140652  0.117512  0.095334
1.80  0.210021  0.256359  0.254364  0.156909  0.196846  0.180552  0.164932  0.318511  0.244719  0.362488  0.294829  0.143764  0.132363  0.204645  0.134850  0.177053  0.151154  0.287510  0.052912  0.142685  0.248899  0.120454  0.125469  0.178437  0.229567  0.134105  0.078344  0.275349  0.121223  0.336119  0.169846  0.274554  0.156776  0.193769  0.147596  0.079046  0.123461  0.163274  0.105828  0.150347  0.166225  0.146102  0.115496  0.094326
1.81  0.201625  0.250176  0.253782  0.155163  0.197475  0.183320  0.162639  0.316437  0.239604  0.351997  0.293612  0.142852  0.131019  0.203198  0.134631  0.173866  0.152255  0.286615  0.051552  0.141597  0.243374  0.119763  0.124090  0.173497  0.221512  0.130621  0.076231  0.273940  0.121696  0.332813  0.170455  0.277337  0.157011  0.194121  0.145710  0.077324  0.122763  0.162699  0.105828  0.149004  0.163919  0.151342  0.114488  0.093462
1.82  0.193620  0.244059  0.253533  0.153417  0.197664  0.185900  0.160238  0.313272  0.234490  0.340587  0.292294  0.141940  0.129674  0.201440  0.134191  0.171338  0.153426  0.285582  0.050191  0.140373  0.238146  0.119172  0.122711  0.169820  0.213566  0.127029  0.074647  0.274468  0.122168  0.329822  0.170977  0.280033  0.157129  0.194473  0.143824  0.075602  0.121737  0.162248  0.105733  0.148045  0.162033  0.156164  0.113912  0.092454
1.83  0.185875  0.237811  0.253533  0.151588  0.197412  0.188290  0.157728  0.309015  0.228981  0.333636  0.290672  0.140824  0.128330  0.199268  0.133861  0.168590  0.154665  0.284550  0.048695  0.139013  0.233016  0.118580  0.121218  0.167981  0.205620  0.123437  0.073150  0.274820  0.122719  0.328169  0.171325  0.282642  0.157246  0.194708  0.142020  0.073798  0.120383  0.162083  0.105733  0.146893  0.160356  0.160566  0.113336  0.091446
1.84  0.178586  0.231498  0.253616  0.149841  0.196594  0.190492  0.155108  0.303666  0.223211  0.332980  0.288948  0.139709  0.127089  0.196786  0.133422  0.165513  0.156661  0.283448  0.048559  0.137380  0.228281  0.118086  0.119494  0.165913  0.197674  0.119954  0.071654  0.274997  0.123191  0.326595  0.171412  0.285077  0.157129  0.195060  0.140298  0.072076  0.118659  0.162124  0.105733  0.147181  0.159098  0.164548  0.112472  0.090582
1.85  0.171687  0.225120  0.253699  0.148095  0.195336  0.192568  0.152488  0.297226  0.217047  0.331407  0.287022  0.138391  0.125641  0.194098  0.132872  0.162106  0.161754  0.282347  0.049647  0.135612  0.223841  0.117692  0.117886  0.163845  0.189727  0.116471  0.070246  0.274997  0.123664  0.325257  0.171412  0.287338  0.157129  0.195295  0.138659  0.070354  0.116606  0.162535  0.105733  0.147085  0.158050  0.168112  0.111751  0.089718
1.86  0.165244  0.218807  0.253782  0.146349  0.193512  0.194518  0.149759  0.289913  0.213637  0.328915  0.284994  0.137073  0.124297  0.190996  0.132213  0.158589  0.166641  0.281246  0.050735  0.133844  0.219698  0.117199  0.116047  0.161777  0.186788  0.112987  0.068837  0.274732  0.123978  0.324076  0.171151  0.289426  0.157011  0.195413  0.136937  0.068550  0.114144  0.163315  0.105828  0.146797  0.157212  0.171046  0.110887  0.088854
1.87  0.159256  0.212494  0.253866  0.144686  0.191373  0.196343  0.147030  0.281617  0.210096  0.325243  0.282764  0.135654  0.122849  0.187790  0.131663  0.158260  0.171322  0.280145  0.051824  0.131939  0.215653  0.116804  0.114094  0.159479  0.184829  0.109613  0.067517  0.274468  0.124293  0.322816  0.170803  0.291252  0.156776  0.195648  0.135215  0.066828  0.111476  0.164423  0.105924  0.146318  0.156373  0.173562  0.110023  0.087990
1.88  0.153789  0.206181  0.253866  0.143023  0.188731  0.197915  0.144083  0.275177  0.208260  0.320390  0.280331  0.134133  0.121402  0.184274  0.130894  0.157820  0.175658  0.279043  0.052776  0.129899  0.211904  0.116311  0.112141  0.156836  0.182652  0.106347  0.066284  0.274116  0.124530  0.321636  0.170194  0.292904  0.156424  0.195765  0.133575  0.065106  0.109013  0.165942  0.106116  0.145646  0.155954  0.175658  0.109015  0.087270
1.89  0.148778  0.199998  0.253866  0.141443  0.185711  0.199300  0.141245  0.273103  0.208916  0.314489  0.277897  0.132612  0.123883  0.180551  0.130234  0.156941  0.179788  0.277942  0.053592  0.127859  0.208353  0.115620  0.109958  0.153964  0.180475  0.103082  0.065756  0.273764  0.124766  0.320691  0.169498  0.294122  0.156072  0.195765  0.131935  0.063384  0.107166  0.167830  0.106404  0.144879  0.155744  0.180898  0.108007  0.086406
1.90  0.144222  0.193880  0.253782  0.139946  0.182251  0.200432  0.138298  0.271029  0.208916  0.307407  0.275363  0.130889  0.126882  0.176725  0.129355  0.155952  0.183712  0.276841  0.054408  0.125683  0.204900  0.114831  0.107775  0.150862  0.178298  0.100361  0.065404  0.273324  0.125002  0.323761  0.168716  0.295165  0.155720  0.195882  0.130295  0.061662  0.105648  0.170046  0.106788  0.144111  0.155535  0.186348  0.106999  0.085686
1.91  0.140252  0.187827  0.253699  0.138449  0.179105  0.201250  0.135351  0.268737  0.208523  0.299276  0.272625  0.129165  0.129881  0.172692  0.128476  0.154633  0.187360  0.275739  0.054952  0.123506  0.201546  0.113943  0.105362  0.147644  0.176883  0.101776  0.065052  0.272796  0.125002  0.327067  0.167759  0.295774  0.155132  0.197057  0.128655  0.059940  0.103924  0.172509  0.107268  0.143247  0.155325  0.191589  0.105991  0.084822
1.92  0.136673  0.181905  0.253533  0.136953  0.179105  0.201816  0.132295  0.266336  0.207605  0.290096  0.269888  0.127441  0.133087  0.168659  0.127707  0.153204  0.190801  0.274638  0.055632  0.121194  0.198389  0.112858  0.102949  0.144197  0.176230  0.102973  0.064612  0.272180  0.124923  0.330294  0.166715  0.296122  0.154663  0.198349  0.127015  0.058301  0.102036  0.175259  0.107747  0.142576  0.155535  0.196410  0.104839  0.084102
1.93  0.133614  0.176048  0.253283  0.135622  0.178917  0.202130  0.129457  0.263825  0.206424  0.286686  0.267049  0.125617  0.136292  0.167935  0.126718  0.151446  0.194036  0.273468  0.056040  0.118746  0.195331  0.111575  0.100421  0.142704  0.175359  0.103953  0.064260  0.271387  0.124608  0.333679  0.165498  0.296122  0.156542  0.199640  0.125375  0.056579  0.099984  0.178214  0.108227  0.141808  0.155535  0.200602  0.103543  0.083382
1.94  0.131011  0.170385  0.252868  0.134292  0.178602  0.202130  0.126509  0.261096  0.204982  0.288653  0.264210  0.124197  0.139498  0.168142  0.125728  0.149467  0.197065  0.272298  0.056448  0.116433  0.192470  0.110194  0.097778  0.141325  0.174271  0.104824  0.063820  0.270507  0.124136  0.336828  0.164193  0.295861  0.158421  0.200697  0.123735  0.055185  0.097890  0.181251  0.108803  0.141329  0.155535  0.204375  0.102391  0.082662
1.95  0.128863  0.164919  0.252535  0.133045  0.178225  0.201816  0.123453  0.258258  0.203670  0.291145  0.261270  0.123994  0.142704  0.168556  0.125728  0.147269  0.199887  0.270990  0.056856  0.113985  0.189609  0.108616  0.095021  0.139946  0.172747  0.105259  0.063468  0.269451  0.125002  0.339504  0.162802  0.295252  0.160182  0.201754  0.122177  0.055431  0.095797  0.184411  0.109283  0.140849  0.155744  0.207939  0.101095  0.081941
1.96  0.127106  0.159582  0.251953  0.131880  0.177721  0.201187  0.120506  0.255311  0.202621  0.293243  0.258330  0.123690  0.145909  0.170004  0.128036  0.144961  0.202571  0.269682  0.057128  0.111536  0.186847  0.108123  0.092263  0.138682  0.170896  0.105477  0.063027  0.268218  0.126104  0.342102  0.161236  0.294470  0.161826  0.202694  0.120537  0.055677  0.093704  0.187613  0.109666  0.140561  0.155954  0.210873  0.099799  0.081221
1.97  0.125739  0.154440  0.251454  0.130716  0.177092  0.200306  0.117559  0.252146  0.201834  0.294292  0.255390  0.123386  0.149115  0.171555  0.130015  0.142324  0.205049  0.268237  0.057400  0.109496  0.184183  0.108123  0.089391  0.137418  0.168610  0.105477  0.062763  0.266810  0.127048  0.344070  0.159671  0.293426  0.163470  0.203516  0.118897  0.055841  0.091487  0.190814  0.110050  0.140369  0.156164  0.213598  0.098503  0.080501
1.98  0.124763  0.149494  0.250706  0.129552  0.176400  0.199174  0.114612  0.248980  0.201703  0.294161  0.252348  0.123082  0.152011  0.172899  0.131663  0.139576  0.207390  0.266722  0.057673  0.107592  0.181520  0.108024  0.086633  0.136269  0.165889  0.105150  0.063820  0.265314  0.128859  0.345880  0.158106  0.292295  0.164879  0.204338  0.117339  0.056005  0.089107  0.193975  0.110242  0.140369  0.156373  0.215904  0.097206  0.079925
1.99  0.124112  0.144678  0.249957  0.128471  0.175582  0.197727  0.111665  0.245706  0.203670  0.293243  0.249307  0.122778  0.155009  0.174243  0.132872  0.136719  0.209523  0.265070  0.057673  0.105688  0.179053  0.108517  0.083761  0.135006  0.162732  0.104497  0.064612  0.263641  0.130748  0.347612  0.156453  0.290904  0.166289  0.205042  0.115781  0.056169  0.086644  0.197053  0.110338  0.140369  0.157002  0.217791  0.095910  0.079205
2.00  0.123721  0.140122  0.249043  0.127390  0.174702  0.196091  0.108717  0.242322  0.206162  0.291669  0.246265  0.122474  0.157698  0.175484  0.133532  0.133641  0.211382  0.263350  0.057809  0.103783  0.176587  0.109898  0.081003  0.133857  0.159031  0.103517  0.065316  0.261792  0.132637  0.348714  0.154801  0.289426  0.167581  0.205630  0.114305  0.056251  0.085290  0.199967  0.110242  0.140561  0.158050  0.219468  0.094470  0.078629
2.01  0.123526  0.135762  0.248128  0.126392  0.173695  0.194141  0.105770  0.238829  0.210227  0.289571  0.243224  0.122068  0.160283  0.176518  0.133641  0.130454  0.213103  0.261491  0.057673  0.102015  0.174219  0.111082  0.078361  0.132822  0.157399  0.103844  0.065756  0.259856  0.134448  0.349501  0.153149  0.287773  0.168872  0.206217  0.112829  0.056333  0.085864  0.202799  0.109858  0.140849  0.158679  0.220935  0.093030  0.077909
2.02  0.123591  0.131596  0.247047  0.125394  0.172688  0.192002  0.102823  0.235227  0.214424  0.287604  0.240081  0.121764  0.162765  0.177552  0.133971  0.127157  0.214617  0.259495  0.057536  0.100111  0.171950  0.111871  0.075718  0.131674  0.155875  0.104606  0.066108  0.257831  0.136180  0.349580  0.151496  0.285947  0.169929  0.206687  0.111435  0.056415  0.086193  0.205426  0.109378  0.141233  0.159308  0.222193  0.091734  0.077333
2.03  0.123852  0.127626  0.245883  0.124313  0.171493  0.189674  0.102496  0.231625  0.217965  0.285505  0.237039  0.121358  0.164937  0.178380  0.134521  0.123640  0.215925  0.257430  0.057400  0.098343  0.169780  0.112365  0.073190  0.130525  0.154460  0.105150  0.066284  0.255719  0.137754  0.349423  0.149931  0.283947  0.170986  0.207156  0.110041  0.056415  0.086316  0.207889  0.108707  0.141520  0.159727  0.223241  0.090294  0.076757
2.04  0.124307  0.123917  0.244719  0.123399  0.170361  0.187095  0.104460  0.227914  0.220719  0.283276  0.234099  0.120953  0.167108  0.179207  0.134411  0.120123  0.217026  0.255228  0.057128  0.096710  0.167708  0.112562  0.070777  0.129490  0.152936  0.105368  0.066372  0.253606  0.139328  0.348793  0.148365  0.281773  0.171808  0.207626  0.108647  0.056415  0.086234  0.210187  0.107843  0.141808  0.159937  0.224079  0.088854  0.076037
2.05  0.124828  0.120402  0.243388  0.122401  0.169040  0.184453  0.106207  0.224093  0.222424  0.280915  0.231260  0.120547  0.168866  0.179827  0.134301  0.116497  0.217990  0.252956  0.056856  0.095078  0.165637  0.112365  0.068479  0.128456  0.151412  0.105368  0.066372  0.251405  0.140745  0.347770  0.146887  0.279511  0.172748  0.207978  0.107253  0.056415  0.085946  0.212239  0.106788  0.142096  0.159937  0.224918  0.087414  0.075461
2.06  0.125414  0.117083  0.241975  0.121403  0.167781  0.181622  0.107517  0.220273  0.222818  0.278555  0.228928  0.120142  0.170521  0.180344  0.135620  0.112760  0.218678  0.250616  0.056448  0.093582  0.163762  0.111773  0.066871  0.127422  0.149779  0.104932  0.066284  0.249205  0.142398  0.346667  0.145495  0.277163  0.173452  0.208213  0.105941  0.056415  0.085454  0.214127  0.105637  0.142384  0.159937  0.225546  0.085830  0.074885
2.07  0.126129  0.113959  0.240478  0.120405  0.166397  0.178665  0.108608  0.216343  0.222293  0.276325  0.227002  0.119736  0.171968  0.180861  0.136829  0.108913  0.219297  0.248138  0.056040  0.092222  0.161888  0.110885  0.065722  0.126273  0.148146  0.104388  0.066108  0.246916  0.143972  0.345487  0.144104  0.274815  0.174274  0.208331  0.104629  0.056333  0.084797  0.215810  0.104389  0.142480  0.159517  0.225966  0.084390  0.074309
2.08  0.126845  0.111030  0.238981  0.119407  0.164951  0.175645  0.109263  0.212414  0.220850  0.274096  0.225177  0.119331  0.173106  0.181172  0.137928  0.108584  0.219710  0.245591  0.055632  0.090861  0.160112  0.109800  0.064573  0.125239  0.146514  0.103409  0.065932  0.244803  0.145547  0.343834  0.142886  0.272380  0.174979  0.208331  0.103399  0.056169  0.083976  0.217206  0.103046  0.142480  0.159098  0.226594  0.082950  0.073733
2.09  0.127561  0.108362  0.237318  0.118410  0.163504  0.172437  0.109700  0.208484  0.218621  0.271866  0.223352  0.118925  0.175898  0.181379  0.139027  0.108584  0.219986  0.242976  0.055088  0.089637  0.158435  0.108517  0.063539  0.124205  0.144772  0.102320  0.065668  0.242691  0.146964  0.341944  0.141669  0.269858  0.175801  0.208213  0.102087  0.056087  0.082950  0.218355  0.103142  0.142384  0.158260  0.226804  0.081509  0.073301
2.10  0.128277  0.105889  0.235655  0.117412  0.161994  0.169166  0.109918  0.204991  0.216129  0.269768  0.221527  0.118621  0.178587  0.181585  0.140016  0.108694  0.220123  0.240360  0.054544  0.088685  0.156857  0.107037  0.062390  0.123171  0.143683  0.100905  0.065492  0.240666  0.148381  0.339426  0.140538  0.267423  0.177328  0.207861  0.100939  0.055923  0.082827  0.219258  0.103334  0.142096  0.157212  0.227014  0.080069  0.072725
2.11  0.128928  0.103611  0.234075  0.116414  0.160421  0.165768  0.109809  0.203572  0.213637  0.267670  0.219702  0.118215  0.180965  0.181689  0.140895  0.108694  0.220123  0.237675  0.054000  0.087733  0.155377  0.105360  0.061471  0.122022  0.142921  0.099381  0.065140  0.238641  0.149798  0.336749  0.139582  0.264901  0.178502  0.207626  0.099709  0.055759  0.083566  0.219874  0.103238  0.141616  0.155744  0.227223  0.078485  0.072149
2.12  0.129579  0.102700  0.233493  0.115333  0.158848  0.162182  0.109591  0.202044  0.211146  0.265440  0.217776  0.117911  0.183033  0.181585  0.141664  0.108694  0.219986  0.234991  0.053456  0.086917  0.153996  0.103486  0.061126  0.120988  0.142051  0.097639  0.064788  0.236617  0.151057  0.333522  0.138799  0.262553  0.179559  0.207156  0.098562  0.055595  0.084017  0.220243  0.102854  0.141041  0.154696  0.227223  0.077189  0.071573
2.13  0.130230  0.101919  0.232745  0.114335  0.157213  0.158534  0.109154  0.200407  0.208916  0.263211  0.215850  0.117506  0.184894  0.181482  0.142434  0.108803  0.219710  0.232307  0.052912  0.086237  0.152615  0.101414  0.060666  0.119954  0.140853  0.095680  0.064348  0.234592  0.153969  0.330137  0.138538  0.260118  0.180498  0.206569  0.097496  0.055431  0.085741  0.220366  0.102278  0.140273  0.154277  0.227014  0.075893  0.071141
2.14  0.130750  0.101333  0.231747  0.113337  0.155577  0.154759  0.108608  0.198769  0.206949  0.260981  0.213822  0.117100  0.186446  0.181275  0.143093  0.108803  0.219366  0.229622  0.052368  0.085693  0.151332  0.099343  0.060322  0.118920  0.139547  0.093612  0.063820  0.232567  0.156803  0.326359  0.138364  0.257857  0.181203  0.205864  0.096348  0.055185  0.089189  0.220243  0.101415  0.139314  0.153648  0.226804  0.074597  0.070565
2.15  0.131206  0.100812  0.230500  0.112256  0.153815  0.150922  0.108172  0.197023  0.205244  0.258620  0.211794  0.116796  0.187790  0.180965  0.143752  0.108803  0.218816  0.226938  0.051688  0.085421  0.150148  0.096975  0.059862  0.117886  0.138023  0.091435  0.063203  0.230455  0.159401  0.322344  0.138277  0.255682  0.181790  0.205160  0.095282  0.054939  0.092514  0.219956  0.100456  0.138162  0.153019  0.226594  0.073301  0.070133
2.16  0.131531  0.100357  0.229169  0.111258  0.152117  0.146958  0.109154  0.195276  0.203408  0.256129  0.209665  0.116390  0.188824  0.180655  0.145071  0.108803  0.218127  0.224253  0.051144  0.085149  0.149063  0.094805  0.059517  0.116852  0.136282  0.089258  0.062675  0.228254  0.161920  0.318172  0.138190  0.253508  0.182377  0.204338  0.094298  0.054693  0.095674  0.219422  0.099304  0.136819  0.152391  0.226175  0.072725  0.069701
